picks_date,team_1,team_2,match_id,event_id,best_of,t1_removed_1,t1_removed_2,t1_removed_3,t2_removed_1,t2_removed_2,t2_removed_3,t1_picked_1,t2_picked_1,date,team_1-1,team_2-1,_map,result_1,result_2,map_winner,starting_ct,ct_1,t_2,t_1,ct_2,event_id-1,match_id-1,rank_1,rank_2,map_wins_1,map_wins_2,match_winner
12-10-2018,Izako Boars,Kinguin,2327817,4116,3,Nuke,Dust2,0.0,Inferno,Mirage,0.0,Overpass,Cache,12-10-2018,Kinguin,Izako Boars,Overpass,16,6,1,1,10,5,6,1,4116,2327817,17,77,2,0,1
12-10-2018,PACT,AGO,2327818,4116,3,Dust2,Cache,0.0,Nuke,Mirage,0.0,Overpass,Inferno,12-10-2018,AGO,PACT,Overpass,7,16,2,2,2,6,5,10,4116,2327818,27,48,0,2,2
12-10-2018,Bpro,HAVU,2327734,3946,3,Nuke,Cache,0.0,Inferno,Dust2,0.0,Overpass,Train,12-10-2018,Bpro,HAVU,Train,22,19,1,1,11,4,4,11,3946,2327734,58,42,2,0,1
12-10-2018,North,NRG,2327385,3891,3,Cache,Mirage,0.0,Dust2,Nuke,0.0,Train,Overpass,12-10-2018,NRG,North,Train,16,14,1,2,9,6,7,8,3891,2327385,10,8,2,0,1
12-10-2018,North,NRG,2327385,3891,3,Cache,Mirage,0.0,Dust2,Nuke,0.0,Train,Overpass,12-10-2018,NRG,North,Overpass,16,13,1,2,7,7,9,6,3891,2327385,10,8,2,0,1
12-10-2018,Bpro,HAVU,2327734,3946,3,Nuke,Cache,0.0,Inferno,Dust2,0.0,Overpass,Train,12-10-2018,Bpro,HAVU,Overpass,16,9,1,1,13,2,3,7,3946,2327734,58,42,2,0,1
12-10-2018,BIG,ENCE,2327383,3891,3,Mirage,Inferno,0.0,Cache,Dust2,0.0,Overpass,Nuke,12-10-2018,ENCE,BIG,Train,16,10,1,2,7,4,9,6,3891,2327383,18,7,2,1,1
12-10-2018,Fragsters,Vega Squadron,2327384,3891,3,Mirage,Overpass,0.0,Nuke,Train,0.0,Dust2,Cache,12-10-2018,Vega Squadron,Fragsters,Dust2,16,10,1,1,11,4,5,6,3891,2327384,23,31,2,0,1
12-10-2018,Fragsters,Vega Squadron,2327384,3891,3,Mirage,Overpass,0.0,Nuke,Train,0.0,Dust2,Cache,12-10-2018,Vega Squadron,Fragsters,Cache,16,13,1,2,6,8,10,5,3891,2327384,23,31,2,0,1
12-10-2018,BIG,ENCE,2327383,3891,3,Mirage,Inferno,0.0,Cache,Dust2,0.0,Overpass,Nuke,12-10-2018,ENCE,BIG,Overpass,20,22,2,1,8,7,7,8,3891,2327383,18,7,2,1,1
12-10-2018,BIG,ENCE,2327383,3891,3,Mirage,Inferno,0.0,Cache,Dust2,0.0,Overpass,Nuke,12-10-2018,ENCE,BIG,Nuke,16,9,1,2,6,4,10,5,3891,2327383,18,7,2,1,1
12-10-2018,PACT,Kinguin,2327819,4116,3,Dust2,Mirage,0.0,Inferno,Train,0.0,Overpass,Cache,12-10-2018,Kinguin,PACT,Cache,16,6,1,2,5,2,11,4,4116,2327819,17,48,2,0,1
12-10-2018,PACT,Kinguin,2327819,4116,3,Dust2,Mirage,0.0,Inferno,Train,0.0,Overpass,Cache,12-10-2018,Kinguin,PACT,Overpass,16,13,1,2,7,7,9,6,4116,2327819,17,48,2,0,1
11-10-2018,TeamOne,Mythic,2327319,4052,3,Dust2,Inferno,0.0,Overpass,Nuke,0.0,Train,Cache,11-10-2018,TeamOne,Mythic,Train,16,14,1,2,11,4,5,10,4052,2327319,55,64,2,0,1
11-10-2018,TeamOne,Mythic,2327319,4052,3,Dust2,Inferno,0.0,Overpass,Nuke,0.0,Train,Cache,11-10-2018,TeamOne,Mythic,Cache,16,14,1,2,10,5,6,9,4052,2327319,55,64,2,0,1
11-10-2018,Isurus,Vault,2327804,3875,3,Cache,Overpass,0.0,Dust2,Mirage,0.0,Nuke,Train,11-10-2018,Isurus,Vault,Nuke,16,13,1,1,10,5,6,8,3875,2327804,95,101,2,0,1
11-10-2018,Isurus,Vault,2327804,3875,3,Cache,Overpass,0.0,Dust2,Mirage,0.0,Nuke,Train,11-10-2018,Isurus,Vault,Train,16,14,1,2,8,7,8,7,3875,2327804,95,101,2,0,1
11-10-2018,EURONICS,Ambush,2327846,4051,3,Nuke,Train,0.0,Cache,Inferno,0.0,Dust2,Overpass,11-10-2018,EURONICS,Ambush,Dust2,16,14,1,2,9,6,7,8,4051,2327846,62,76,2,0,1
11-10-2018,EURONICS,Ambush,2327846,4051,3,Nuke,Train,0.0,Cache,Inferno,0.0,Dust2,Overpass,11-10-2018,EURONICS,Ambush,Overpass,16,10,1,1,11,4,5,6,4051,2327846,62,76,2,0,1
10-10-2018,C4,Wild,2327802,4105,3,Train,Dust2,0.0,Overpass,Mirage,0.0,Cache,Nuke,10-10-2018,Wild,C4,Cache,2,16,2,1,2,13,0,3,4105,2327802,96,201,2,1,1
10-10-2018,Lucid Dream,BOOT-d[S],2327550,4042,3,Nuke,Inferno,0.0,Cache,Dust2,0.0,Overpass,Train,10-10-2018,BOOT-d[S],Lucid Dream,Overpass,11,16,2,1,6,9,5,7,4042,2327550,56,164,1,2,2
10-10-2018,Lucid Dream,BOOT-d[S],2327550,4042,3,Nuke,Inferno,0.0,Cache,Dust2,0.0,Overpass,Train,10-10-2018,BOOT-d[S],Lucid Dream,Train,16,8,1,2,7,2,9,6,4042,2327550,56,164,1,2,2
10-10-2018,Lucid Dream,BOOT-d[S],2327550,4042,3,Nuke,Inferno,0.0,Cache,Dust2,0.0,Overpass,Train,10-10-2018,BOOT-d[S],Lucid Dream,Mirage,11,16,2,2,4,8,7,8,4042,2327550,56,164,1,2,2
10-10-2018,FrostFire,Lucid Dream,2327549,4042,3,Overpass,Inferno,0.0,Nuke,Dust2,0.0,Train,Cache,10-10-2018,FrostFire,Lucid Dream,Train,9,16,2,2,4,6,5,10,4042,2327549,122,164,1,2,2
10-10-2018,FrostFire,Lucid Dream,2327549,4042,3,Overpass,Inferno,0.0,Nuke,Dust2,0.0,Train,Cache,10-10-2018,FrostFire,Lucid Dream,Cache,16,5,1,2,4,2,12,3,4042,2327549,122,164,1,2,2
10-10-2018,FrostFire,Lucid Dream,2327549,4042,3,Overpass,Inferno,0.0,Nuke,Dust2,0.0,Train,Cache,10-10-2018,FrostFire,Lucid Dream,Mirage,10,16,2,2,5,6,5,10,4042,2327549,122,164,1,2,2
10-10-2018,C4,Wild,2327802,4105,3,Train,Dust2,0.0,Overpass,Mirage,0.0,Cache,Nuke,10-10-2018,Wild,C4,Nuke,16,1,1,1,14,1,2,0,4105,2327802,96,201,2,1,1
10-10-2018,C4,Wild,2327802,4105,3,Train,Dust2,0.0,Overpass,Mirage,0.0,Cache,Nuke,10-10-2018,Wild,C4,Inferno,16,14,1,1,8,7,8,7,4105,2327802,96,201,2,1,1
09-10-2018,Signature,BOOT-d[S],2327546,4042,3,Dust2,Overpass,0.0,Cache,Inferno,0.0,Mirage,Train,09-10-2018,BOOT-d[S],Signature,Train,14,16,2,2,10,5,4,11,4042,2327546,56,111,0,2,2
09-10-2018,Beyond,Lucid Dream,2327548,4042,3,Inferno,Cache,0.0,Nuke,Train,0.0,Mirage,Overpass,09-10-2018,Lucid Dream,Beyond,Mirage,5,16,2,1,5,10,0,6,4042,2327548,164,117,2,1,1
09-10-2018,Beyond,Lucid Dream,2327548,4042,3,Inferno,Cache,0.0,Nuke,Train,0.0,Mirage,Overpass,09-10-2018,Lucid Dream,Beyond,Overpass,16,11,1,2,10,2,6,9,4042,2327548,164,117,2,1,1
09-10-2018,Beyond,Lucid Dream,2327548,4042,3,Inferno,Cache,0.0,Nuke,Train,0.0,Mirage,Overpass,09-10-2018,Lucid Dream,Beyond,Dust2,16,14,1,2,7,8,9,6,4042,2327548,164,117,2,1,1
09-10-2018,Recca,FrostFire,2327547,4042,3,Inferno,Overpass,0.0,Cache,Dust2,0.0,Mirage,Nuke,09-10-2018,FrostFire,Recca,Mirage,14,16,2,1,8,7,6,9,4042,2327547,122,102,2,1,1
09-10-2018,Recca,FrostFire,2327547,4042,3,Inferno,Overpass,0.0,Cache,Dust2,0.0,Mirage,Nuke,09-10-2018,FrostFire,Recca,Nuke,16,13,1,2,6,8,10,5,4042,2327547,122,102,2,1,1
09-10-2018,Recca,FrostFire,2327547,4042,3,Inferno,Overpass,0.0,Cache,Dust2,0.0,Mirage,Nuke,09-10-2018,FrostFire,Recca,Train,16,12,1,1,8,7,8,5,4042,2327547,122,102,2,1,1
09-10-2018,Signature,BOOT-d[S],2327546,4042,3,Dust2,Overpass,0.0,Cache,Inferno,0.0,Mirage,Train,09-10-2018,BOOT-d[S],Signature,Mirage,8,16,2,1,7,8,1,8,4042,2327546,56,111,0,2,2
09-10-2018,Grizzlys,Infamous,2327419,4052,3,Nuke,Cache,0.0,Dust2,Train,0.0,Overpass,Inferno,09-10-2018,Grizzlys,Infamous,Inferno,5,16,2,1,1,14,4,2,4052,2327419,119,73,0,2,2
09-10-2018,Grizzlys,Infamous,2327419,4052,3,Nuke,Cache,0.0,Dust2,Train,0.0,Overpass,Inferno,09-10-2018,Grizzlys,Infamous,Overpass,6,16,2,2,4,3,2,13,4052,2327419,119,73,0,2,2
09-10-2018,Isurus,Imperial,2327801,4105,3,Cache,Inferno,0.0,Nuke,Dust2,0.0,Overpass,Train,09-10-2018,Imperial,Isurus,Train,10,16,2,1,6,9,4,7,4105,2327801,151,95,0,2,2
09-10-2018,Isurus,Imperial,2327801,4105,3,Cache,Inferno,0.0,Nuke,Dust2,0.0,Overpass,Train,09-10-2018,Imperial,Isurus,Overpass,10,16,2,1,8,7,2,9,4105,2327801,151,95,0,2,2
08-10-2018,TNC,Beyond,2327544,4042,3,Train,Nuke,0.0,Inferno,Mirage,0.0,Overpass,Dust2,08-10-2018,TNC,Beyond,Cache,12,16,2,1,8,7,4,9,4042,2327544,124,116,0,2,2
08-10-2018,Recca,XCN,2327543,4042,3,Overpass,Inferno,0.0,Cache,Train,0.0,Mirage,Nuke,08-10-2018,Recca,XCN,Nuke,16,12,1,1,11,4,5,8,4042,2327543,91,130,2,0,1
08-10-2018,Recca,XCN,2327543,4042,3,Overpass,Inferno,0.0,Cache,Train,0.0,Mirage,Nuke,08-10-2018,Recca,XCN,Mirage,16,9,1,1,9,6,7,3,4042,2327543,91,130,2,0,1
08-10-2018,TNC,Beyond,2327544,4042,3,Train,Nuke,0.0,Inferno,Mirage,0.0,Overpass,Dust2,08-10-2018,TNC,Beyond,Overpass,13,16,2,2,7,7,6,9,4042,2327544,124,116,0,2,2
08-10-2018,FrostFire,Signature,2327545,4042,3,Mirage,Overpass,0.0,Dust2,Cache,0.0,Inferno,Train,08-10-2018,FrostFire,Signature,Train,16,19,2,1,12,3,3,12,4042,2327545,132,165,0,2,2
08-10-2018,FrostFire,Signature,2327545,4042,3,Mirage,Overpass,0.0,Dust2,Cache,0.0,Inferno,Train,08-10-2018,FrostFire,Signature,Inferno,3,16,2,2,0,4,3,12,4042,2327545,132,165,0,2,2
08-10-2018,Lucid Dream,BOOT-d[S],2327542,4042,3,Train,Inferno,0.0,Cache,Dust2,0.0,Mirage,Nuke,08-10-2018,BOOT-d[S],Lucid Dream,Mirage,16,8,1,1,7,8,9,0,4042,2327542,57,150,2,0,1
08-10-2018,Lucid Dream,BOOT-d[S],2327542,4042,3,Train,Inferno,0.0,Cache,Dust2,0.0,Mirage,Nuke,08-10-2018,BOOT-d[S],Lucid Dream,Nuke,16,6,1,2,6,1,10,5,4042,2327542,57,150,2,0,1
08-10-2018,Endpoint,Izako Boars,2327731,4100,3,Train,Cache,0.0,Nuke,Inferno,0.0,Dust2,Overpass,08-10-2018,Endpoint,Izako Boars,Dust2,5,16,2,1,5,10,0,6,4100,2327731,53,75,1,2,2
08-10-2018,Arena Bulls,Sharks,2327730,4051,3,Mirage,Dust2,0.0,Overpass,Nuke,0.0,Inferno,Cache,08-10-2018,Arena Bulls,Sharks,Inferno,16,10,1,2,6,5,10,5,4051,2327730,108,46,2,0,1
08-10-2018,Arena Bulls,Sharks,2327730,4051,3,Mirage,Dust2,0.0,Overpass,Nuke,0.0,Inferno,Cache,08-10-2018,Arena Bulls,Sharks,Cache,16,5,1,1,11,4,5,1,4051,2327730,108,46,2,0,1
08-10-2018,attackiereN,HAVU,2327732,4100,3,Dust2,Nuke,0.0,Inferno,Cache,0.0,Mirage,Train,08-10-2018,attackiereN,HAVU,Mirage,3,16,2,2,1,3,2,13,4100,2327732,101,44,1,2,2
08-10-2018,attackiereN,HAVU,2327732,4100,3,Dust2,Nuke,0.0,Inferno,Cache,0.0,Mirage,Train,08-10-2018,attackiereN,HAVU,Train,16,14,1,2,10,5,6,9,4100,2327732,101,44,1,2,2
08-10-2018,attackiereN,HAVU,2327732,4100,3,Dust2,Nuke,0.0,Inferno,Cache,0.0,Mirage,Train,08-10-2018,attackiereN,HAVU,Overpass,5,16,2,2,1,5,4,11,4100,2327732,101,44,1,2,2
08-10-2018,Endpoint,Izako Boars,2327731,4100,3,Train,Cache,0.0,Nuke,Inferno,0.0,Dust2,Overpass,08-10-2018,Endpoint,Izako Boars,Overpass,16,14,1,2,5,10,11,4,4100,2327731,53,75,1,2,2
08-10-2018,BOOT-d[S],MVP PK,2327558,4058,3,Dust2,Cache,0.0,Train,Overpass,0.0,Mirage,Nuke,08-10-2018,BOOT-d[S],MVP PK,Mirage,7,16,2,2,1,7,6,9,4058,2327558,57,28,0,2,2
08-10-2018,BOOT-d[S],MVP PK,2327558,4058,3,Dust2,Cache,0.0,Train,Overpass,0.0,Mirage,Nuke,08-10-2018,BOOT-d[S],MVP PK,Nuke,7,16,2,2,0,8,7,8,4058,2327558,57,28,0,2,2
08-10-2018,Endpoint,Izako Boars,2327731,4100,3,Train,Cache,0.0,Nuke,Inferno,0.0,Dust2,Overpass,08-10-2018,Endpoint,Izako Boars,Mirage,14,16,2,1,6,9,8,7,4100,2327731,53,75,1,2,2
07-10-2018,BOOT-d[S],BOOM,2327556,4058,3,Cache,Dust2,0.0,Overpass,Mirage,0.0,Train,Nuke,07-10-2018,BOOT-d[S],BOOM,Nuke,19,17,1,1,9,6,6,9,4058,2327556,57,167,2,0,1
07-10-2018,MVP PK,OpTic India,2327557,4058,3,Overpass,Train,0.0,Mirage,Cache,0.0,Nuke,Inferno,07-10-2018,OpTic India,MVP PK,Nuke,7,16,2,2,2,6,5,10,4058,2327557,134,28,0,2,2
07-10-2018,MVP PK,OpTic India,2327557,4058,3,Overpass,Train,0.0,Mirage,Cache,0.0,Nuke,Inferno,07-10-2018,OpTic India,MVP PK,Inferno,20,22,2,1,9,6,6,9,4058,2327557,134,28,0,2,2
07-10-2018,BOOT-d[S],BOOM,2327556,4058,3,Cache,Dust2,0.0,Overpass,Mirage,0.0,Train,Nuke,07-10-2018,BOOT-d[S],BOOM,Train,16,2,1,1,13,2,3,0,4058,2327556,57,167,2,0,1
07-10-2018,Squared,EURONICS,2327530,3946,3,Cache,Nuke,0.0,Mirage,Inferno,0.0,Train,Dust2,07-10-2018,EURONICS,Squared,Train,15,19,2,1,7,8,8,7,3946,2327530,54,83,1,2,2
07-10-2018,Squared,EURONICS,2327530,3946,3,Cache,Nuke,0.0,Mirage,Inferno,0.0,Train,Dust2,07-10-2018,EURONICS,Squared,Dust2,16,2,1,2,3,0,13,2,3946,2327530,54,83,1,2,2
07-10-2018,Squared,EURONICS,2327530,3946,3,Cache,Nuke,0.0,Mirage,Inferno,0.0,Train,Dust2,07-10-2018,EURONICS,Squared,Overpass,2,16,2,2,0,3,2,13,3946,2327530,54,83,1,2,2
07-10-2018,AVANGAR,Kinguin,2327540,3540,3,Nuke,Overpass,0.0,Inferno,Dust2,0.0,Mirage,Train,07-10-2018,AVANGAR,Kinguin,Train,8,16,2,2,5,4,3,12,3540,2327540,25,17,2,1,1
07-10-2018,AVANGAR,Kinguin,2327540,3540,3,Nuke,Overpass,0.0,Inferno,Dust2,0.0,Mirage,Train,07-10-2018,AVANGAR,Kinguin,Cache,16,12,1,2,7,6,9,6,3540,2327540,25,17,2,1,1
07-10-2018,2ez,Entity,2327104,4101,3,Dust2,Cache,0.0,Nuke,Train,0.0,Inferno,Mirage,07-10-2018,Entity,2ez,Inferno,16,9,1,1,6,9,10,0,4101,2327104,181,211,2,0,1
07-10-2018,2ez,Entity,2327104,4101,3,Dust2,Cache,0.0,Nuke,Train,0.0,Inferno,Mirage,07-10-2018,Entity,2ez,Mirage,16,13,1,2,7,7,9,6,4101,2327104,181,211,2,0,1
07-10-2018,AVANGAR,Kinguin,2327540,3540,3,Nuke,Overpass,0.0,Inferno,Dust2,0.0,Mirage,Train,07-10-2018,AVANGAR,Kinguin,Mirage,16,14,1,1,7,8,9,6,3540,2327540,25,17,2,1,1
06-10-2018,EHOME,MVP PK,2327525,4043,3,Cache,Train,0.0,Overpass,Mirage,0.0,Inferno,Dust2,06-10-2018,EHOME,MVP PK,Dust2,12,16,2,2,10,3,2,13,4043,2327525,113,28,1,2,2
06-10-2018,EHOME,MVP PK,2327525,4043,3,Cache,Train,0.0,Overpass,Mirage,0.0,Inferno,Dust2,06-10-2018,EHOME,MVP PK,Nuke,5,16,2,2,0,6,5,10,4043,2327525,113,28,1,2,2
06-10-2018,Santos,Imperial,2327023,4008,3,Inferno,Overpass,0.0,Cache,Nuke,0.0,Mirage,Train,06-10-2018,Imperial,Santos,Mirage,16,8,1,1,10,5,6,3,4008,2327023,161,190,2,0,1
06-10-2018,Santos,Imperial,2327023,4008,3,Inferno,Overpass,0.0,Cache,Nuke,0.0,Mirage,Train,06-10-2018,Imperial,Santos,Train,16,7,1,2,7,1,9,6,4008,2327023,161,190,2,0,1
06-10-2018,GOSU,MVP PK,2327526,4043,3,Dust2,Train,0.0,Overpass,Cache,0.0,Mirage,Inferno,06-10-2018,GOSU,MVP PK,Nuke,2,16,2,2,0,3,2,13,4043,2327526,151,28,1,2,2
06-10-2018,EHOME,MVP PK,2327525,4043,3,Cache,Train,0.0,Overpass,Mirage,0.0,Inferno,Dust2,06-10-2018,EHOME,MVP PK,Inferno,16,9,1,1,8,7,8,2,4043,2327525,113,28,1,2,2
06-10-2018,GOSU,MVP PK,2327526,4043,3,Dust2,Train,0.0,Overpass,Cache,0.0,Mirage,Inferno,06-10-2018,GOSU,MVP PK,Inferno,16,11,1,2,6,6,10,5,4043,2327526,151,28,1,2,2
06-10-2018,Spirit,AVANGAR,2327448,4103,3,Train,Cache,0.0,Nuke,Inferno,0.0,Overpass,Mirage,06-10-2018,Spirit,AVANGAR,Overpass,6,16,2,1,5,10,1,6,4103,2327448,32,25,0,2,2
06-10-2018,AVANGAR,Imperial,2327527,4103,3,Nuke,Inferno,0.0,Dust2,Train,0.0,Overpass,Mirage,06-10-2018,AVANGAR,Imperial,Overpass,2,16,2,1,2,13,0,3,4103,2327527,25,29,2,1,1
06-10-2018,GOSU,MVP PK,2327526,4043,3,Dust2,Train,0.0,Overpass,Cache,0.0,Mirage,Inferno,06-10-2018,GOSU,MVP PK,Mirage,11,16,2,2,0,12,11,4,4043,2327526,151,28,1,2,2
06-10-2018,AVANGAR,Imperial,2327527,4103,3,Nuke,Inferno,0.0,Dust2,Train,0.0,Overpass,Mirage,06-10-2018,AVANGAR,Imperial,Mirage,16,12,1,1,7,8,9,4,4103,2327527,25,29,2,1,1
06-10-2018,Monolith,Imperial,2327449,4103,3,Train,Cache,0.0,Dust2,Inferno,0.0,Nuke,Mirage,06-10-2018,Imperial,Monolith,Nuke,16,10,1,2,11,0,5,10,4103,2327449,29,80,2,0,1
06-10-2018,Monolith,Imperial,2327449,4103,3,Train,Cache,0.0,Dust2,Inferno,0.0,Nuke,Mirage,06-10-2018,Imperial,Monolith,Mirage,16,7,1,2,6,2,10,5,4103,2327449,29,80,2,0,1
06-10-2018,AVANGAR,Imperial,2327527,4103,3,Nuke,Inferno,0.0,Dust2,Train,0.0,Overpass,Mirage,06-10-2018,AVANGAR,Imperial,Cache,16,14,1,1,4,11,12,3,4103,2327527,25,29,2,1,1
06-10-2018,Spirit,AVANGAR,2327448,4103,3,Train,Cache,0.0,Nuke,Inferno,0.0,Overpass,Mirage,06-10-2018,Spirit,AVANGAR,Mirage,1,16,2,1,1,14,0,2,4103,2327448,32,25,0,2,2
06-10-2018,Ambush,Squared,2327442,4111,3,Cache,Dust2,0.0,Nuke,Inferno,0.0,Overpass,Train,06-10-2018,Squared,Ambush,Overpass,16,6,1,1,9,6,7,0,4111,2327442,83,84,2,0,1
06-10-2018,Great Danes,Ignite,2327441,4111,3,Nuke,Cache,0.0,Overpass,Dust2,0.0,Mirage,Inferno,06-10-2018,Ignite,Great Danes,Inferno,16,12,1,1,8,7,8,5,4111,2327441,78,88,2,1,1
06-10-2018,Great Danes,Ignite,2327441,4111,3,Nuke,Cache,0.0,Overpass,Dust2,0.0,Mirage,Inferno,06-10-2018,Ignite,Great Danes,Train,16,10,1,1,13,2,3,8,4111,2327441,78,88,2,1,1
06-10-2018,Great Danes,Ignite,2327441,4111,3,Nuke,Cache,0.0,Overpass,Dust2,0.0,Mirage,Inferno,06-10-2018,Ignite,Great Danes,Mirage,8,16,2,2,3,6,5,10,4111,2327441,78,88,2,1,1
06-10-2018,Ambush,Squared,2327442,4111,3,Cache,Dust2,0.0,Nuke,Inferno,0.0,Overpass,Train,06-10-2018,Squared,Ambush,Train,16,4,1,2,4,1,12,3,4111,2327442,83,84,2,0,1
05-10-2018,Recca,BOOT-d[S],2327420,4042,3,Overpass,Inferno,0.0,Cache,Dust2,0.0,Mirage,Train,05-10-2018,BOOT-d[S],Recca,Train,16,0,1,2,1,0,15,0,4042,2327420,57,91,2,0,1
05-10-2018,Recca,BOOT-d[S],2327420,4042,3,Overpass,Inferno,0.0,Cache,Dust2,0.0,Mirage,Train,05-10-2018,BOOT-d[S],Recca,Mirage,16,7,1,1,12,3,4,4,4042,2327420,57,91,2,0,1
05-10-2018,Lucid Dream,XCN,2327421,4042,3,Nuke,Inferno,0.0,Cache,Mirage,0.0,Overpass,Dust2,05-10-2018,Lucid Dream,XCN,Dust2,16,5,1,2,6,0,10,5,4042,2327421,150,130,2,0,1
05-10-2018,Beyond,Signature,2327423,4042,3,Inferno,Cache,0.0,Dust2,Overpass,0.0,Mirage,Nuke,05-10-2018,Beyond,Signature,Nuke,14,16,2,1,5,10,9,6,4042,2327423,116,165,0,2,2
05-10-2018,Lucid Dream,XCN,2327421,4042,3,Nuke,Inferno,0.0,Cache,Mirage,0.0,Overpass,Dust2,05-10-2018,Lucid Dream,XCN,Overpass,19,17,1,2,7,8,8,7,4042,2327421,150,130,2,0,1
05-10-2018,Beyond,Signature,2327423,4042,3,Inferno,Cache,0.0,Dust2,Overpass,0.0,Mirage,Nuke,05-10-2018,Beyond,Signature,Mirage,10,16,2,2,4,7,6,9,4042,2327423,116,165,0,2,2
05-10-2018,TNC,FrostFire,2327422,4042,3,Dust2,Cache,0.0,Overpass,Inferno,0.0,Train,Mirage,05-10-2018,TNC,FrostFire,Nuke,12,16,2,2,5,8,7,8,4042,2327422,124,132,1,2,2
05-10-2018,TNC,FrostFire,2327422,4042,3,Dust2,Cache,0.0,Overpass,Inferno,0.0,Train,Mirage,05-10-2018,TNC,FrostFire,Mirage,16,4,1,1,13,2,3,2,4042,2327422,124,132,1,2,2
05-10-2018,Imperial,WePlayGames,2327410,4105,3,Dust2,Mirage,0.0,Overpass,Nuke,0.0,Inferno,Cache,05-10-2018,Imperial,WePlayGames,Inferno,16,5,1,1,13,2,3,3,4105,2327410,161,292,2,1,1
05-10-2018,TNC,FrostFire,2327422,4042,3,Dust2,Cache,0.0,Overpass,Inferno,0.0,Train,Mirage,05-10-2018,TNC,FrostFire,Train,14,16,2,2,12,3,2,13,4042,2327422,124,132,1,2,2
05-10-2018,Imperial,WePlayGames,2327410,4105,3,Dust2,Mirage,0.0,Overpass,Nuke,0.0,Inferno,Cache,05-10-2018,Imperial,WePlayGames,Cache,13,16,2,2,5,9,8,7,4105,2327410,161,292,2,1,1
05-10-2018,Imperial,WePlayGames,2327410,4105,3,Dust2,Mirage,0.0,Overpass,Nuke,0.0,Inferno,Cache,05-10-2018,Imperial,WePlayGames,Train,16,10,1,2,8,3,8,7,4105,2327410,161,292,2,1,1
05-10-2018,Spirit,Atlants,2327434,4103,3,Train,Inferno,0.0,Overpass,Cache,0.0,Nuke,Mirage,05-10-2018,Spirit,Atlants,Mirage,13,16,2,1,7,8,6,8,4103,2327434,32,89,2,1,1
05-10-2018,Spirit,Atlants,2327434,4103,3,Train,Inferno,0.0,Overpass,Cache,0.0,Nuke,Mirage,05-10-2018,Spirit,Atlants,Dust2,16,6,1,1,10,5,6,1,4103,2327434,32,89,2,1,1
05-10-2018,Spirit,Atlants,2327434,4103,3,Train,Inferno,0.0,Overpass,Cache,0.0,Nuke,Mirage,05-10-2018,Spirit,Atlants,Nuke,16,5,1,1,14,1,2,4,4103,2327434,32,89,2,1,1
05-10-2018,AVANGAR,forZe,2327435,4103,3,Nuke,Inferno,0.0,Cache,Train,0.0,Dust2,Overpass,05-10-2018,AVANGAR,forZe,Dust2,16,12,1,2,9,4,7,8,4103,2327435,25,45,2,0,1
05-10-2018,AVANGAR,forZe,2327435,4103,3,Nuke,Inferno,0.0,Cache,Train,0.0,Dust2,Overpass,05-10-2018,AVANGAR,forZe,Overpass,19,17,1,2,7,8,8,7,4103,2327435,25,45,2,0,1
05-10-2018,Space Soldiers,Spirit,2327432,4046,3,Overpass,Dust2,0.0,Train,Mirage,0.0,Cache,Nuke,05-10-2018,Space Soldiers,Spirit,Inferno,8,16,2,2,0,9,8,7,4046,2327432,22,32,1,2,2
05-10-2018,Vega Squadron,Monolith,2327437,4103,3,Nuke,Overpass,0.0,Train,Cache,0.0,Inferno,Dust2,05-10-2018,Vega Squadron,Monolith,Inferno,17,19,2,1,7,8,8,7,4103,2327437,19,80,0,2,2
05-10-2018,Imperial,HellRaisers,2327436,4103,3,Dust2,Inferno,0.0,Nuke,Cache,0.0,Mirage,Overpass,05-10-2018,HellRaisers,Imperial,Train,12,16,2,2,6,7,6,9,4103,2327436,11,29,1,2,2
05-10-2018,Imperial,HellRaisers,2327436,4103,3,Dust2,Inferno,0.0,Nuke,Cache,0.0,Mirage,Overpass,05-10-2018,HellRaisers,Imperial,Overpass,16,8,1,2,5,4,11,4,4103,2327436,11,29,1,2,2
05-10-2018,Imperial,HellRaisers,2327436,4103,3,Dust2,Inferno,0.0,Nuke,Cache,0.0,Mirage,Overpass,05-10-2018,HellRaisers,Imperial,Mirage,13,16,2,2,5,9,8,7,4103,2327436,11,29,1,2,2
05-10-2018,Space Soldiers,Spirit,2327432,4046,3,Overpass,Dust2,0.0,Train,Mirage,0.0,Cache,Nuke,05-10-2018,Space Soldiers,Spirit,Nuke,12,16,2,1,3,12,9,4,4046,2327432,22,32,1,2,2
05-10-2018,Space Soldiers,Spirit,2327432,4046,3,Overpass,Dust2,0.0,Train,Mirage,0.0,Cache,Nuke,05-10-2018,Space Soldiers,Spirit,Cache,19,16,1,1,4,11,11,4,4046,2327432,22,32,1,2,2
05-10-2018,Vega Squadron,Monolith,2327437,4103,3,Nuke,Overpass,0.0,Train,Cache,0.0,Inferno,Dust2,05-10-2018,Vega Squadron,Monolith,Dust2,14,16,2,2,11,4,3,12,4103,2327437,19,80,0,2,2
04-10-2018,Infamous,Atlas,2327318,4052,3,Dust2,Cache,0.0,Nuke,Overpass,0.0,Inferno,Mirage,04-10-2018,Infamous,Atlas,Inferno,16,7,1,2,8,0,8,7,4052,2327318,82,240,2,0,1
