picks_date,team_1,team_2,match_id,event_id,best_of,t1_removed_1,t1_removed_2,t1_removed_3,t2_removed_1,t2_removed_2,t2_removed_3,t1_picked_1,t2_picked_1,date,team_1-1,team_2-1,_map,result_1,result_2,map_winner,starting_ct,ct_1,t_2,t_1,ct_2,event_id-1,match_id-1,rank_1,rank_2,map_wins_1,map_wins_2,match_winner
18-03-2020,TeamOne,Recon 5,2340454,5151,3,Vertigo,Train,0.0,Nuke,Overpass,0.0,Dust2,Inferno,18-03-2020,Recon 5,TeamOne,Dust2,0,16,2,2,0,1,0,15,5151,2340454,62,63,0,2,2
18-03-2020,TeamOne,Recon 5,2340454,5151,3,Vertigo,Train,0.0,Nuke,Overpass,0.0,Dust2,Inferno,18-03-2020,Recon 5,TeamOne,Inferno,13,16,2,2,8,6,5,10,5151,2340454,62,63,0,2,2
18-03-2020,Rugratz,Bad News Bears,2340453,5151,3,Dust2,Nuke,0.0,Mirage,Train,0.0,Vertigo,Inferno,18-03-2020,Rugratz,Bad News Bears,Inferno,7,16,2,2,0,8,7,8,5151,2340453,61,38,0,2,2
18-03-2020,Rugratz,Bad News Bears,2340453,5151,3,Dust2,Nuke,0.0,Mirage,Train,0.0,Vertigo,Inferno,18-03-2020,Rugratz,Bad News Bears,Vertigo,8,16,2,2,4,5,4,11,5151,2340453,61,38,0,2,2
17-03-2020,Singularity,Endpoint,2340456,5247,3,Train,Mirage,0.0,Nuke,Inferno,0.0,Overpass,Vertigo,17-03-2020,Singularity,Endpoint,Overpass,13,16,2,2,8,6,5,10,5247,2340456,71,41,0,2,2
17-03-2020,Singularity,Endpoint,2340456,5247,3,Train,Mirage,0.0,Nuke,Inferno,0.0,Overpass,Vertigo,17-03-2020,Singularity,Endpoint,Vertigo,11,16,2,1,6,9,5,7,5247,2340456,71,41,0,2,2
17-03-2020,Espada,Tricked,2340455,5247,3,Vertigo,Inferno,0.0,Overpass,Mirage,0.0,Dust2,Nuke,17-03-2020,Espada,Tricked,Dust2,16,10,1,2,3,8,13,2,5247,2340455,56,77,2,0,1
17-03-2020,Espada,Tricked,2340455,5247,3,Vertigo,Inferno,0.0,Overpass,Mirage,0.0,Dust2,Nuke,17-03-2020,Espada,Tricked,Nuke,16,10,1,1,7,8,9,2,5247,2340455,56,77,2,0,1
17-03-2020,BIG,fnatic,2340397,5226,3,Train,Dust2,0.0,Nuke,Vertigo,0.0,Inferno,Overpass,17-03-2020,fnatic,BIG,Mirage,12,16,2,1,9,6,3,10,5226,2340397,5,18,1,2,2
17-03-2020,Movistar Riders,Sprout,2340447,5150,3,Dust2,Train,0.0,Overpass,Vertigo,0.0,Inferno,Mirage,17-03-2020,Sprout,Movistar Riders,Mirage,16,10,1,2,9,2,7,8,5150,2340447,33,37,2,0,1
17-03-2020,Skyfire,Rooster,2340444,5236,3,Dust2,Vertigo,0.0,Train,Nuke,0.0,Inferno,Overpass,17-03-2020,Rooster,Skyfire,Inferno,16,13,1,1,7,8,9,5,5236,2340444,103,126,2,0,1
17-03-2020,Skyfire,Rooster,2340444,5236,3,Dust2,Vertigo,0.0,Train,Nuke,0.0,Inferno,Overpass,17-03-2020,Rooster,Skyfire,Overpass,16,1,1,2,2,0,14,1,5236,2340444,103,126,2,0,1
17-03-2020,Airborne,Paradox,2340443,5236,3,Train,Dust2,0.0,Vertigo,Overpass,0.0,Nuke,Mirage,17-03-2020,Paradox,Airborne,Nuke,19,16,1,1,8,7,7,8,5236,2340443,112,187,1,2,2
17-03-2020,Airborne,Paradox,2340443,5236,3,Train,Dust2,0.0,Vertigo,Overpass,0.0,Nuke,Mirage,17-03-2020,Paradox,Airborne,Mirage,9,16,2,2,6,4,3,12,5236,2340443,112,187,1,2,2
17-03-2020,Airborne,Paradox,2340443,5236,3,Train,Dust2,0.0,Vertigo,Overpass,0.0,Nuke,Mirage,17-03-2020,Paradox,Airborne,Inferno,10,16,2,1,5,10,5,6,5236,2340443,112,187,1,2,2
17-03-2020,HellRaisers,AGO,2340449,5150,3,Nuke,Mirage,0.0,Overpass,Dust2,0.0,Inferno,Train,17-03-2020,AGO,HellRaisers,Train,16,5,1,2,3,3,13,2,5150,2340449,45,49,2,0,1
17-03-2020,HellRaisers,AGO,2340449,5150,3,Nuke,Mirage,0.0,Overpass,Dust2,0.0,Inferno,Train,17-03-2020,AGO,HellRaisers,Inferno,16,5,1,1,11,4,5,1,5150,2340449,45,49,2,0,1
17-03-2020,Movistar Riders,Sprout,2340447,5150,3,Dust2,Train,0.0,Overpass,Vertigo,0.0,Inferno,Mirage,17-03-2020,Sprout,Movistar Riders,Inferno,16,7,1,1,13,2,3,5,5150,2340447,33,37,2,0,1
17-03-2020,BIG,fnatic,2340397,5226,3,Train,Dust2,0.0,Nuke,Vertigo,0.0,Inferno,Overpass,17-03-2020,fnatic,BIG,Overpass,16,7,1,2,4,4,12,3,5226,2340397,5,18,1,2,2
17-03-2020,North,Natus Vincere,2340396,5226,3,Train,Inferno,0.0,Vertigo,Mirage,0.0,Nuke,Dust2,17-03-2020,Natus Vincere,North,Nuke,10,16,2,1,7,8,3,8,5226,2340396,1,23,0,2,2
17-03-2020,North,Natus Vincere,2340396,5226,3,Train,Inferno,0.0,Vertigo,Mirage,0.0,Nuke,Dust2,17-03-2020,Natus Vincere,North,Dust2,10,16,2,1,5,10,5,6,5226,2340396,1,23,0,2,2
17-03-2020,Complexity,forZe,2340279,5226,3,Inferno,Nuke,0.0,Overpass,Vertigo,0.0,Dust2,Train,17-03-2020,forZe,Complexity,Train,9,16,2,2,3,7,6,9,5226,2340279,24,17,2,1,1
17-03-2020,Complexity,forZe,2340279,5226,3,Inferno,Nuke,0.0,Overpass,Vertigo,0.0,Dust2,Train,17-03-2020,forZe,Complexity,Mirage,19,17,1,1,10,5,5,10,5226,2340279,24,17,2,1,1
17-03-2020,BIG,fnatic,2340397,5226,3,Train,Dust2,0.0,Nuke,Vertigo,0.0,Inferno,Overpass,17-03-2020,fnatic,BIG,Inferno,7,16,2,1,5,10,2,6,5226,2340397,5,18,1,2,2
17-03-2020,Complexity,forZe,2340279,5226,3,Inferno,Nuke,0.0,Overpass,Vertigo,0.0,Dust2,Train,17-03-2020,forZe,Complexity,Dust2,16,9,1,2,8,2,8,7,5226,2340279,24,17,2,1,1
17-03-2020,Japaleno,pro100,2340448,5150,3,Vertigo,Mirage,0.0,Nuke,Overpass,0.0,Inferno,Dust2,17-03-2020,pro100,Japaleno,Inferno,8,16,2,1,5,10,3,6,5150,2340448,43,64,0,2,2
17-03-2020,Japaleno,pro100,2340448,5150,3,Vertigo,Mirage,0.0,Nuke,Overpass,0.0,Inferno,Dust2,17-03-2020,pro100,Japaleno,Dust2,14,16,2,2,6,9,8,7,5150,2340448,43,64,0,2,2
17-03-2020,Nordavind,GamerLegion,2340450,5150,3,Train,Overpass,0.0,Dust2,Inferno,0.0,Vertigo,Mirage,17-03-2020,GamerLegion,Nordavind,Vertigo,16,9,1,2,8,2,8,7,5150,2340450,35,47,1,2,2
17-03-2020,Nordavind,GamerLegion,2340450,5150,3,Train,Overpass,0.0,Dust2,Inferno,0.0,Vertigo,Mirage,17-03-2020,GamerLegion,Nordavind,Mirage,9,16,2,2,5,5,4,11,5150,2340450,35,47,1,2,2
17-03-2020,Nordavind,GamerLegion,2340450,5150,3,Train,Overpass,0.0,Dust2,Inferno,0.0,Vertigo,Mirage,17-03-2020,GamerLegion,Nordavind,Nuke,14,16,2,2,10,5,4,11,5150,2340450,35,47,1,2,2
16-03-2020,Singularity,Espada,2340328,5247,3,Train,Inferno,0.0,Vertigo,Overpass,0.0,Nuke,Mirage,16-03-2020,Singularity,Espada,Nuke,16,11,1,2,9,3,7,8,5247,2340328,65,56,1,2,2
16-03-2020,GODSENT,Vitality,2340063,5226,3,Mirage,Overpass,0.0,Train,Inferno,0.0,Vertigo,Nuke,16-03-2020,Vitality,GODSENT,Vertigo,16,14,1,1,6,9,10,5,5226,2340063,10,17,2,0,1
16-03-2020,GODSENT,Vitality,2340063,5226,3,Mirage,Overpass,0.0,Train,Inferno,0.0,Vertigo,Nuke,16-03-2020,Vitality,GODSENT,Nuke,16,8,1,2,6,3,10,5,5226,2340063,10,17,2,0,1
16-03-2020,NiP,Astralis,2340065,5226,3,Dust2,Nuke,0.0,Mirage,Inferno,0.0,Vertigo,Overpass,16-03-2020,Astralis,NiP,Overpass,8,16,2,2,4,5,4,11,5226,2340065,2,12,0,2,2
16-03-2020,NiP,Astralis,2340065,5226,3,Dust2,Nuke,0.0,Mirage,Inferno,0.0,Vertigo,Overpass,16-03-2020,Astralis,NiP,Vertigo,6,16,2,1,3,12,3,4,5226,2340065,2,12,0,2,2
16-03-2020,Singularity,Espada,2340328,5247,3,Train,Inferno,0.0,Vertigo,Overpass,0.0,Nuke,Mirage,16-03-2020,Singularity,Espada,Mirage,11,16,2,1,5,10,6,6,5247,2340328,65,56,1,2,2
16-03-2020,Singularity,Espada,2340328,5247,3,Train,Inferno,0.0,Vertigo,Overpass,0.0,Nuke,Mirage,16-03-2020,Singularity,Espada,Dust2,9,16,2,2,6,4,3,12,5247,2340328,65,56,1,2,2
16-03-2020,Spirit,ENCE,2340391,5226,3,Overpass,Dust2,0.0,Vertigo,Nuke,0.0,Inferno,Train,16-03-2020,ENCE,Spirit,Inferno,2,16,2,1,2,13,0,3,5226,2340391,21,27,0,2,2
16-03-2020,Spirit,ENCE,2340391,5226,3,Overpass,Dust2,0.0,Vertigo,Nuke,0.0,Inferno,Train,16-03-2020,ENCE,Spirit,Train,14,16,2,2,7,8,7,8,5226,2340391,21,27,0,2,2
15-03-2020,Airborne,I sleep,2340430,5248,3,Train,Inferno,0.0,Mirage,Dust2,0.0,Overpass,Nuke,15-03-2020,I sleep,Airborne,Nuke,10,16,2,2,3,8,7,8,5248,2340430,173,188,0,2,2
15-03-2020,Airborne,I sleep,2340430,5248,3,Train,Inferno,0.0,Mirage,Dust2,0.0,Overpass,Nuke,15-03-2020,I sleep,Airborne,Overpass,9,16,2,1,7,8,2,8,5248,2340430,173,188,0,2,2
15-03-2020,Incept,I sleep,2340436,5248,3,Nuke,Overpass,0.0,Train,Mirage,0.0,Dust2,Vertigo,15-03-2020,I sleep,Incept,Vertigo,16,8,1,1,8,7,8,1,5248,2340436,173,176,2,0,1
15-03-2020,FunPlus Phoenix,Cloud9,2340337,5242,3,Dust2,Overpass,0.0,Mirage,Vertigo,0.0,Nuke,Train,15-03-2020,FunPlus Phoenix,Cloud9,Train,20,22,2,1,5,10,10,5,5242,2340337,14,28,1,2,2
15-03-2020,Endpoint,Tricked,2340329,5247,3,Nuke,Inferno,0.0,Vertigo,Overpass,0.0,Dust2,Train,15-03-2020,Endpoint,Tricked,Mirage,6,16,2,1,4,11,2,5,5247,2340329,40,86,1,2,2
15-03-2020,Endpoint,Tricked,2340329,5247,3,Nuke,Inferno,0.0,Vertigo,Overpass,0.0,Dust2,Train,15-03-2020,Endpoint,Tricked,Train,14,16,2,1,6,9,8,7,5247,2340329,40,86,1,2,2
15-03-2020,Endpoint,Tricked,2340329,5247,3,Nuke,Inferno,0.0,Vertigo,Overpass,0.0,Dust2,Train,15-03-2020,Endpoint,Tricked,Dust2,16,13,1,2,10,4,6,9,5247,2340329,40,86,1,2,2
15-03-2020,Orgless,Dignitas,2340338,5242,3,Vertigo,Dust2,0.0,Mirage,Overpass,0.0,Train,Nuke,15-03-2020,Orgless,Dignitas,Inferno,12,16,2,1,6,9,6,7,5242,2340338,36,42,1,2,2
15-03-2020,Orgless,Dignitas,2340338,5242,3,Vertigo,Dust2,0.0,Mirage,Overpass,0.0,Train,Nuke,15-03-2020,Orgless,Dignitas,Nuke,10,16,2,1,5,10,5,6,5242,2340338,36,42,1,2,2
15-03-2020,Orgless,Dignitas,2340338,5242,3,Vertigo,Dust2,0.0,Mirage,Overpass,0.0,Train,Nuke,15-03-2020,Orgless,Dignitas,Train,16,8,1,2,8,1,8,7,5242,2340338,36,42,1,2,2
15-03-2020,FunPlus Phoenix,Cloud9,2340337,5242,3,Dust2,Overpass,0.0,Mirage,Vertigo,0.0,Nuke,Train,15-03-2020,FunPlus Phoenix,Cloud9,Inferno,3,16,2,2,0,4,3,12,5242,2340337,14,28,1,2,2
15-03-2020,Incept,I sleep,2340436,5248,3,Nuke,Overpass,0.0,Train,Mirage,0.0,Dust2,Vertigo,15-03-2020,I sleep,Incept,Dust2,16,6,1,1,11,4,5,2,5248,2340436,173,176,2,0,1
15-03-2020,FunPlus Phoenix,Cloud9,2340337,5242,3,Dust2,Overpass,0.0,Mirage,Vertigo,0.0,Nuke,Train,15-03-2020,FunPlus Phoenix,Cloud9,Nuke,16,10,1,2,5,6,11,4,5242,2340337,14,28,1,2,2
14-03-2020,Paradox,ORDER,2340282,5236,3,Nuke,Train,0.0,Overpass,Dust2,0.0,Inferno,Vertigo,14-03-2020,ORDER,Paradox,Inferno,16,19,2,1,12,3,3,12,5236,2340282,55,112,2,1,1
14-03-2020,Paradox,ORDER,2340282,5236,3,Nuke,Train,0.0,Overpass,Dust2,0.0,Inferno,Vertigo,14-03-2020,ORDER,Paradox,Vertigo,16,6,1,1,10,5,6,1,5236,2340282,55,112,2,1,1
14-03-2020,Paradox,ORDER,2340282,5236,3,Nuke,Train,0.0,Overpass,Dust2,0.0,Inferno,Vertigo,14-03-2020,ORDER,Paradox,Mirage,16,4,1,2,4,1,12,3,5236,2340282,55,112,2,1,1
14-03-2020,EGOBOYZ,Infamous,2340429,5244,3,Train,Dust2,0.0,Vertigo,Nuke,0.0,Mirage,Inferno,14-03-2020,EGOBOYZ,Infamous,Inferno,16,9,1,2,5,5,11,4,5244,2340429,226,267,1,2,2
14-03-2020,EGOBOYZ,Infamous,2340429,5244,3,Train,Dust2,0.0,Vertigo,Nuke,0.0,Mirage,Inferno,14-03-2020,EGOBOYZ,Infamous,Overpass,8,16,2,2,2,7,6,9,5244,2340429,226,267,1,2,2
14-03-2020,Imperial,Reapers,2340431,5245,3,Vertigo,Nuke,0.0,Overpass,Dust2,0.0,Train,Mirage,14-03-2020,Imperial,Reapers,Mirage,16,11,1,2,6,6,10,5,5245,2340431,130,241,2,0,1
14-03-2020,EGOBOYZ,Infamous,2340429,5244,3,Train,Dust2,0.0,Vertigo,Nuke,0.0,Mirage,Inferno,14-03-2020,EGOBOYZ,Infamous,Mirage,18,22,2,2,7,8,8,7,5244,2340429,226,267,1,2,2
14-03-2020,Imperial,Reapers,2340431,5245,3,Vertigo,Nuke,0.0,Overpass,Dust2,0.0,Train,Mirage,14-03-2020,Imperial,Reapers,Train,16,10,1,1,10,5,6,5,5245,2340431,130,241,2,0,1
14-03-2020,Infamous,Supremacy,2340433,5244,3,Inferno,Nuke,0.0,Overpass,Vertigo,0.0,Dust2,Mirage,14-03-2020,Supremacy,Infamous,Mirage,16,12,1,2,8,5,8,7,5244,2340433,212,267,2,0,1
14-03-2020,MIBR,Chaos,2340340,5242,3,Mirage,Dust2,0.0,Vertigo,Overpass,0.0,Train,Nuke,14-03-2020,Chaos,MIBR,Train,16,6,1,1,9,6,7,0,5242,2340340,43,25,2,0,1
14-03-2020,MIBR,Chaos,2340340,5242,3,Mirage,Dust2,0.0,Vertigo,Overpass,0.0,Train,Nuke,14-03-2020,Chaos,MIBR,Nuke,16,14,1,2,8,7,8,7,5242,2340340,43,25,2,0,1
14-03-2020,Envy,Gen.G,2340339,5242,3,Nuke,Vertigo,0.0,Overpass,Dust2,0.0,Train,Inferno,14-03-2020,Gen.G,Envy,Train,19,17,1,1,5,10,10,5,5242,2340339,15,51,2,1,1
14-03-2020,Envy,Gen.G,2340339,5242,3,Nuke,Vertigo,0.0,Overpass,Dust2,0.0,Train,Inferno,14-03-2020,Gen.G,Envy,Inferno,13,16,2,2,3,11,10,5,5242,2340339,15,51,2,1,1
14-03-2020,Envy,Gen.G,2340339,5242,3,Nuke,Vertigo,0.0,Overpass,Dust2,0.0,Train,Inferno,14-03-2020,Gen.G,Envy,Mirage,16,9,1,1,9,6,7,3,5242,2340339,15,51,2,1,1
14-03-2020,Infamous,Supremacy,2340433,5244,3,Inferno,Nuke,0.0,Overpass,Vertigo,0.0,Dust2,Mirage,14-03-2020,Supremacy,Infamous,Dust2,16,1,1,1,14,1,2,0,5244,2340433,212,267,2,0,1
13-03-2020,Neverest,Reapers,2340389,5245,3,Train,Nuke,0.0,Overpass,Dust2,0.0,Vertigo,Mirage,13-03-2020,Reapers,Neverest,Vertigo,17,19,2,2,4,11,11,4,5245,2340389,241,206,2,1,1
13-03-2020,HAVU,MAD Lions,2340335,5242,3,Inferno,Vertigo,0.0,Dust2,Overpass,0.0,Nuke,Mirage,13-03-2020,MAD Lions,HAVU,Train,10,16,2,1,6,9,4,7,5242,2340335,12,30,1,2,2
13-03-2020,Neverest,Reapers,2340389,5245,3,Train,Nuke,0.0,Overpass,Dust2,0.0,Vertigo,Mirage,13-03-2020,Reapers,Neverest,Mirage,16,10,1,2,8,3,8,7,5245,2340389,241,206,2,1,1
13-03-2020,Neverest,Reapers,2340389,5245,3,Train,Nuke,0.0,Overpass,Dust2,0.0,Vertigo,Mirage,13-03-2020,Reapers,Neverest,Inferno,16,10,1,1,10,5,6,5,5245,2340389,241,206,2,1,1
13-03-2020,Copenhagen Flames,c0ntact,2340336,5242,3,Dust2,Vertigo,0.0,Overpass,Inferno,0.0,Nuke,Mirage,13-03-2020,Copenhagen Flames,c0ntact,Nuke,16,19,2,2,9,6,6,9,5242,2340336,31,26,0,2,2
13-03-2020,HAVU,MAD Lions,2340335,5242,3,Inferno,Vertigo,0.0,Dust2,Overpass,0.0,Nuke,Mirage,13-03-2020,MAD Lions,HAVU,Nuke,13,16,2,1,11,4,2,12,5242,2340335,12,30,1,2,2
13-03-2020,HAVU,MAD Lions,2340335,5242,3,Inferno,Vertigo,0.0,Dust2,Overpass,0.0,Nuke,Mirage,13-03-2020,MAD Lions,HAVU,Mirage,16,12,1,2,7,6,9,6,5242,2340335,12,30,1,2,2
13-03-2020,Copenhagen Flames,c0ntact,2340336,5242,3,Dust2,Vertigo,0.0,Overpass,Inferno,0.0,Nuke,Mirage,13-03-2020,Copenhagen Flames,c0ntact,Mirage,5,16,2,1,4,11,1,5,5242,2340336,31,26,0,2,2
12-03-2020,Rooster,Paradox,2340203,5228,3,Dust2,Vertigo,0.0,Nuke,Overpass,0.0,Mirage,Train,12-03-2020,Rooster,Paradox,Mirage,16,9,1,2,8,2,8,7,5228,2340203,94,112,2,1,1
12-03-2020,Rooster,Paradox,2340203,5228,3,Dust2,Vertigo,0.0,Nuke,Overpass,0.0,Mirage,Train,12-03-2020,Rooster,Paradox,Train,11,16,2,1,2,13,9,3,5228,2340203,94,112,2,1,1
12-03-2020,VERTEX,I sleep,2340202,5228,3,Vertigo,Train,0.0,Mirage,Overpass,0.0,Inferno,Dust2,12-03-2020,VERTEX,I sleep,Inferno,16,6,1,2,7,0,9,6,5228,2340202,172,173,2,0,1
12-03-2020,Rooster,Paradox,2340203,5228,3,Dust2,Vertigo,0.0,Nuke,Overpass,0.0,Mirage,Train,12-03-2020,Rooster,Paradox,Inferno,16,13,1,1,8,7,8,6,5228,2340203,94,112,2,1,1
12-03-2020,VERTEX,I sleep,2340202,5228,3,Vertigo,Train,0.0,Mirage,Overpass,0.0,Inferno,Dust2,12-03-2020,VERTEX,I sleep,Dust2,16,2,1,1,13,2,3,0,5228,2340202,172,173,2,0,1
11-03-2020,Paradox,Chiefs,2340254,5236,3,Nuke,Vertigo,0.0,Overpass,Train,0.0,Mirage,Inferno,11-03-2020,Chiefs,Paradox,Dust2,13,16,2,1,8,7,5,9,5236,2340254,64,112,1,2,2
11-03-2020,Paradox,Chiefs,2340254,5236,3,Nuke,Vertigo,0.0,Overpass,Train,0.0,Mirage,Inferno,11-03-2020,Chiefs,Paradox,Mirage,20,22,2,1,5,10,10,5,5236,2340254,64,112,1,2,2
11-03-2020,Paradox,Chiefs,2340254,5236,3,Nuke,Vertigo,0.0,Overpass,Train,0.0,Mirage,Inferno,11-03-2020,Chiefs,Paradox,Inferno,16,14,1,2,10,5,6,9,5236,2340254,64,112,1,2,2
11-03-2020,AVANT,ORDER,2340204,5236,3,Vertigo,Mirage,0.0,Overpass,Nuke,0.0,Inferno,Train,11-03-2020,ORDER,AVANT,Dust2,9,16,2,2,4,6,5,10,5236,2340204,55,70,1,2,2
11-03-2020,AVANT,ORDER,2340204,5236,3,Vertigo,Mirage,0.0,Overpass,Nuke,0.0,Inferno,Train,11-03-2020,ORDER,AVANT,Inferno,13,16,2,1,7,8,6,8,5236,2340204,55,70,1,2,2
11-03-2020,AVANT,ORDER,2340204,5236,3,Vertigo,Mirage,0.0,Overpass,Nuke,0.0,Inferno,Train,11-03-2020,ORDER,AVANT,Train,16,14,1,2,10,5,6,9,5236,2340204,55,70,1,2,2
10-03-2020,Yeah,Envy,2340201,5178,3,Vertigo,Mirage,0.0,Nuke,Dust2,0.0,Inferno,Overpass,10-03-2020,Yeah,Envy,Overpass,12,16,2,1,7,8,5,8,5178,2340201,62,51,0,2,2
10-03-2020,Yeah,Envy,2340201,5178,3,Vertigo,Mirage,0.0,Nuke,Dust2,0.0,Inferno,Overpass,10-03-2020,Yeah,Envy,Inferno,11,16,2,2,8,4,3,12,5178,2340201,62,51,0,2,2
10-03-2020,Paradox,Ground Zero,2340193,5236,3,Nuke,Vertigo,0.0,Train,Dust2,0.0,Inferno,Mirage,10-03-2020,Paradox,Ground Zero,Inferno,15,19,2,2,6,9,9,6,5236,2340193,112,91,2,1,1
10-03-2020,Rooster,Chiefs,2340192,5236,3,Nuke,Dust2,0.0,Overpass,Vertigo,0.0,Inferno,Mirage,10-03-2020,Rooster,Chiefs,Inferno,8,16,2,2,4,5,4,11,5236,2340192,94,64,0,2,2
10-03-2020,Paradox,Ground Zero,2340193,5236,3,Nuke,Vertigo,0.0,Train,Dust2,0.0,Inferno,Mirage,10-03-2020,Paradox,Ground Zero,Mirage,16,9,1,1,8,7,8,2,5236,2340193,112,91,2,1,1
10-03-2020,Rooster,Chiefs,2340192,5236,3,Nuke,Dust2,0.0,Overpass,Vertigo,0.0,Inferno,Mirage,10-03-2020,Rooster,Chiefs,Mirage,38,40,2,1,8,7,7,8,5236,2340192,94,64,0,2,2
10-03-2020,Paradox,Ground Zero,2340193,5236,3,Nuke,Vertigo,0.0,Train,Dust2,0.0,Inferno,Mirage,10-03-2020,Paradox,Ground Zero,Overpass,19,15,1,2,11,4,4,11,5236,2340193,112,91,2,1,1
09-03-2020,Ground Zero,ORDER,2339978,5236,3,Train,Dust2,0.0,Overpass,Inferno,0.0,Mirage,Vertigo,09-03-2020,ORDER,Ground Zero,Vertigo,16,3,1,2,3,1,13,2,5236,2339978,70,110,2,0,1
09-03-2020,Ze Pug Godz,Yeah,2340186,5178,3,Train,Dust2,0.0,Vertigo,Overpass,0.0,Inferno,Nuke,09-03-2020,Ze Pug Godz,Yeah,Mirage,13,16,2,2,3,11,10,5,5178,2340186,88,77,1,2,2
09-03-2020,Ze Pug Godz,Yeah,2340186,5178,3,Train,Dust2,0.0,Vertigo,Overpass,0.0,Inferno,Nuke,09-03-2020,Ze Pug Godz,Yeah,Nuke,10,16,2,1,9,6,1,10,5178,2340186,88,77,1,2,2
09-03-2020,Ze Pug Godz,Yeah,2340186,5178,3,Train,Dust2,0.0,Vertigo,Overpass,0.0,Inferno,Nuke,09-03-2020,Ze Pug Godz,Yeah,Inferno,16,10,1,2,8,3,8,7,5178,2340186,88,77,1,2,2
09-03-2020,Envy,Chaos,2340187,5178,3,Nuke,Inferno,0.0,Train,Vertigo,0.0,Mirage,Dust2,09-03-2020,Envy,Chaos,Dust2,19,16,1,2,11,4,4,11,5178,2340187,49,53,2,1,1
09-03-2020,Envy,Chaos,2340187,5178,3,Nuke,Inferno,0.0,Train,Vertigo,0.0,Mirage,Dust2,09-03-2020,Envy,Chaos,Mirage,18,22,2,2,5,10,10,5,5178,2340187,49,53,2,1,1
09-03-2020,Envy,Chaos,2340187,5178,3,Nuke,Inferno,0.0,Train,Vertigo,0.0,Mirage,Dust2,09-03-2020,Envy,Chaos,Overpass,16,10,1,2,4,7,12,3,5178,2340187,49,53,2,1,1
09-03-2020,Ground Zero,ORDER,2339978,5236,3,Train,Dust2,0.0,Overpass,Inferno,0.0,Mirage,Vertigo,09-03-2020,ORDER,Ground Zero,Mirage,16,10,1,1,10,5,6,5,5236,2339978,70,110,2,0,1
09-03-2020,Triumph,Orgless,2340200,5178,3,Train,Mirage,0.0,Vertigo,Overpass,0.0,Nuke,Dust2,09-03-2020,Triumph,Orgless,Dust2,16,12,1,1,5,10,11,2,5178,2340200,50,36,2,1,1
09-03-2020,Triumph,Orgless,2340200,5178,3,Train,Mirage,0.0,Vertigo,Overpass,0.0,Nuke,Dust2,09-03-2020,Triumph,Orgless,Inferno,16,14,1,2,9,6,7,8,5178,2340200,50,36,2,1,1
09-03-2020,Triumph,Orgless,2340200,5178,3,Train,Mirage,0.0,Vertigo,Overpass,0.0,Nuke,Dust2,09-03-2020,Triumph,Orgless,Nuke,11,16,2,2,2,10,9,6,5178,2340200,50,36,2,1,1
09-03-2020,Chiefs,AVANT,2339979,5236,3,Overpass,Inferno,0.0,Vertigo,Mirage,0.0,Nuke,Dust2,09-03-2020,Chiefs,AVANT,Nuke,16,13,1,2,11,3,5,10,5236,2339979,82,81,1,2,2
09-03-2020,Chiefs,AVANT,2339979,5236,3,Overpass,Inferno,0.0,Vertigo,Mirage,0.0,Nuke,Dust2,09-03-2020,Chiefs,AVANT,Train,12,16,2,2,2,11,10,5,5236,2339979,82,81,1,2,2
09-03-2020,Chiefs,AVANT,2339979,5236,3,Overpass,Inferno,0.0,Vertigo,Mirage,0.0,Nuke,Dust2,09-03-2020,Chiefs,AVANT,Dust2,12,16,2,2,4,9,8,7,5236,2339979,82,81,1,2,2
08-03-2020,Chiefs,Ground Zero,2340188,5198,3,Train,Dust2,0.0,Overpass,Vertigo,0.0,Mirage,Nuke,08-03-2020,Chiefs,Ground Zero,Inferno,16,9,1,2,6,4,10,5,5198,2340188,82,110,2,1,1
08-03-2020,Sprout,Copenhagen Flames,2340180,5135,3,Overpass,Inferno,0.0,Dust2,Vertigo,0.0,Mirage,Nuke,08-03-2020,Copenhagen Flames,Sprout,Mirage,4,16,2,1,3,12,1,4,5135,2340180,35,32,2,1,1
08-03-2020,Sprout,Copenhagen Flames,2340180,5135,3,Overpass,Inferno,0.0,Dust2,Vertigo,0.0,Mirage,Nuke,08-03-2020,Copenhagen Flames,Sprout,Nuke,16,12,1,2,7,6,9,6,5135,2340180,35,32,2,1,1
08-03-2020,Sprout,Copenhagen Flames,2340180,5135,3,Overpass,Inferno,0.0,Dust2,Vertigo,0.0,Mirage,Nuke,08-03-2020,Copenhagen Flames,Sprout,Train,16,11,1,1,8,7,8,4,5135,2340180,35,32,2,1,1
08-03-2020,SMASH,Movistar Riders,2340162,5135,3,Vertigo,Overpass,0.0,Dust2,Mirage,0.0,Train,Nuke,08-03-2020,SMASH,Movistar Riders,Nuke,7,16,2,1,5,10,2,6,5135,2340162,86,41,1,2,2
08-03-2020,SMASH,Movistar Riders,2340162,5135,3,Vertigo,Overpass,0.0,Dust2,Mirage,0.0,Train,Nuke,08-03-2020,SMASH,Movistar Riders,Train,16,14,1,2,6,9,10,5,5135,2340162,86,41,1,2,2
08-03-2020,JiJieHao,EHOME,2340190,5196,3,Vertigo,Inferno,0.0,Dust2,Overpass,0.0,Mirage,Nuke,08-03-2020,EHOME,JiJieHao,Mirage,25,22,1,1,9,6,6,9,5196,2340190,115,178,2,1,1
